0.21	0.64
0.1	1.8
0.17	1.76
0.11	1.94
0.12	1.83
0.14	2
0.14	1.16
0.11	0.85
0.17	1.01
0.16	0.64
0.19	0.63
0.13	0.65
0.12	0.59
0.12	0.67
0.18	0.57
0.14	0.61
0.16	0.67
0.14	0.58
0.15	0.56
0.16	0.64
0.13	0.66
0.18	0.6
0.13	0.65
0.15	0.61
0.13	0.59
0.14	0.61
0.15	0.65
0.16	0.64
0.13	0.62
0.12	0.63
0.17	0.58
0.16	0.63
0.15	0.63
0.16	0.58
0.17	0.63
0.15	0.59
0.16	0.62
0.16	0.63
0.17	0.57
0.18	0.57
0.13	0.63
0.17	0.65
0.18	0.66
0.15	0.71
0.17	0.7
0.19	0.7
0.16	0.73
0.16	0.61
0.14	0.72
0.13	0.59
0.19	0.59
0.15	0.69
0.18	0.68
0.14	0.62
0.14	0.59
0.16	0.6
0.18	0.57
0.17	0.66
0.16	0.66
0.15	0.63
0.16	0.6
0.15	0.65
