0.18	0.99
0.17	1.5
0.18	1.52
0.21	1.63
0.22	1.63
0.18	1.56
0.23	1.65
0.2	1.6
0.22	1.49
0.23	1.66
0.19	1.15
0.23	0.98
0.2	1.76
0.2	1.68
0.24	1.67
0.2	1.42
0.22	1.74
0.25	1.66
0.22	1.74
0.17	1.07
0.15	0.77
0.15	0.61
0.22	0.6
0.22	0.56
0.18	0.64
0.18	0.62
0.16	0.63
0.18	0.6
0.18	0.65
0.18	0.67
0.21	0.65
0.22	0.67
0.15	0.66
0.17	0.68
0.18	0.7
0.22	0.63
0.18	0.68
0.23	0.61
0.21	0.63
0.16	0.69
0.15	0.72
0.2	0.64
0.16	0.56
0.2	0.72
0.2	0.58
0.18	0.68
0.16	0.61
0.21	0.57
0.19	0.67
0.15	0.67
0.17	0.67
0.2	0.61
0.17	0.63
0.16	0.72
0.17	0.64
0.15	0.61
0.13	0.59
0.18	0.62
0.2	0.64
0.22	0.71
0.15	0.59
0.17	0.67
