0.54	0.82
0.22	2.9
0.21	2.74
0.21	2.66
0.19	2.83
0.17	3.48
0.24	3.47
0.17	2.55
0.23	2
0.23	1.03
0.25	1.38
0.18	1.07
0.21	1.13
0.18	1.03
0.26	1.13
0.19	1.2
0.19	1.22
0.24	1.12
0.2	1.32
0.19	1.15
0.23	1.24
0.21	1.29
0.18	1.22
0.23	1.13
0.23	1.11
0.17	1.03
0.25	1.12
0.22	1.13
0.21	1.15
0.17	1.19
0.27	1.05
0.25	1.19
0.17	0.97
0.23	0.98
0.22	0.97
0.19	1.04
0.17	0.86
0.14	0.98
0.19	0.88
0.15	1.03
0.19	0.89
0.23	1.14
0.21	0.81
0.19	0.82
0.21	0.83
0.25	0.78
0.21	1.13
0.24	0.79
0.25	0.8
0.18	0.99
0.17	0.87
0.19	1.03
0.2	0.82
0.23	0.83
0.22	0.96
0.25	0.86
0.23	0.86
0.26	0.78
0.19	0.79
0.18	0.79
0.24	0.86
0.22	0.9
0.25	0.75
