44.9029	4.00485	0	33.7379
60.1494	4.60772	0	43.462
63.6005	5.12484	0	44.021
65.5556	5.30864	0	45.9259
66.8831	4.15584	0	47.1429
57.236	3.78096	0	40.678
58.9262	5.10067	0	41.2081
53.8462	4.35897	0	37.3077
55.2972	4.78036	0	39.0181
64.7362	4.7619	0	45.3024
61.9236	6.06061	0	42.9513
61.7207	5.3616	0	43.3915
55.305	4.77454	0	38.1963
61.1549	5.24934	0	42.126
56.7885	5.09138	0	39.6867
63.1646	4.81013	0	44.3038
64.3132	4.74968	0	45.3145
60.8179	5.5409	0	42.6121
62.6263	5.30303	0	42.9293
61.5894	6.09272	0	41.7219
60.0515	5.28351	0	41.366
54.5338	5.36398	0	36.7816
61.4883	5.09138	0	42.2977
59.4872	4.61538	0	41.4103
54.2169	4.68541	0	36.9478
62.3129	6.93878	0	41.0884
57.7632	5.39474	0	40
56.697	6.11183	0	36.541
55.4391	3.93185	0	38.5321
58.6873	4.5045	0	41.0553
60.1542	6.2982	0	39.7172
55.0576	3.71319	0	38.7964
59.0969	4.11687	0	41.5671
60.2828	5.78406	0	40.3599
44.7704	3.69898	0	30.7398
49.4055	4.49141	0	33.5535
55.2457	5.31208	0	36.919
63.8961	4.41558	0	44.2857
54.4041	4.92228	0	36.9171
59.9739	5.21512	0	40.5476
63.7887	5.6701	0	43.5567
57.4495	4.67172	0	38.5101
56.2338	4.41558	0	38.0519
54.3194	4.71204	0	36.7801
61.6474	5.53411	0	40.4118
49.8104	3.79267	0	33.8812
62.5493	4.99343	0	42.1813
60.1542	4.75578	0	42.0308
59.7686	5.52699	0	40.7455
56.242	5.40541	0	37.5804
50.7692	4.48718	0	35
52.9709	4.17193	0	37.0417
62.3888	4.95553	0	42.0584
60.8586	5.30303	0	41.5404
55.7312	5.5336	0	37.0224
51.8566	4.48143	0	34.443
47.5827	4.45293	0	33.0789
51.8239	4.77987	0	35.9748
50.2571	4.11311	0	33.9332
46.7192	5.11811	0	30.315
37.1648	4.21456	0	26.0536
