0.16	2.96
0.19	5.14
0.18	4.82
0.17	5.02
0.16	4.75
0.14	4.85
0.22	4.53
0.18	5.04
0.15	4.71
0.16	4.91
0.19	4.85
0.17	4.84
0.23	5.05
0.19	3.85
0.19	4.99
0.15	4.79
0.19	4.68
0.14	4.49
0.2	4.71
0.23	4.65
0.21	4.84
0.18	4.75
0.2	5
0.12	4.51
0.16	4.56
0.14	4.96
0.18	4.73
0.2	4.81
0.18	4.92
0.19	4.79
0.24	4.65
0.17	4.84
0.2	4.82
0.15	4.61
0.21	4.78
0.2	4.73
0.16	5.03
0.17	4.45
0.19	4.56
0.2	4.6
0.2	4.87
0.19	4.82
0.12	4.47
0.26	3.89
0.21	4.93
0.18	4.71
0.18	4.79
0.18	5.11
0.18	4.66
0.16	4.64
0.16	4.7
0.24	4.77
0.18	4.69
0.17	4.65
0.16	4.68
0.19	4.67
0.24	4.65
0.18	4.81
0.15	4.81
0.18	4.47
0.22	4.64
