0.21	1.71
0.19	1.64
0.14	1.81
0.17	1.81
0.11	1.83
0.11	1.46
0.12	1.84
0.16	1.76
0.15	1.11
0.08	0.44
0.1	0.35
0.08	0.37
0.1	0.44
0.08	0.53
0.12	0.52
0.08	0.62
0.08	0.58
0.1	0.44
0.09	0.5
0.1	0.37
0.11	0.52
0.07	0.58
0.08	0.56
0.11	0.56
0.08	0.57
0.07	0.66
0.12	0.68
0.06	0.73
0.1	0.67
0.11	0.64
0.08	0.43
0.06	0.47
0.09	0.36
0.05	0.43
0.08	0.33
0.08	0.59
0.08	0.43
0.08	0.37
0.08	0.45
0.05	0.45
0.08	0.42
0.12	0.4
0.18	0.47
0.16	0.36
0.25	0.41
0.38	0.42
0.4	0.43
0.19	0.37
0.08	0.29
0.07	0.42
0.06	0.64
0.1	0.69
0.06	0.39
0.08	0.42
0.12	0.5
0.05	0.5
0.06	0.56
0.1	0.64
0.11	0.49
0.05	0.62
0.05	0.59
