0.15	0.74
0.21	1.06
0.19	1.01
0.18	1
0.18	0.92
0.15	0.95
0.16	0.97
0.16	0.99
0.16	0.87
0.16	0.91
0.15	1.3
0.2	0.85
0.16	0.93
0.17	0.95
0.17	1.17
0.21	0.9
0.2	0.94
0.17	0.87
0.17	0.98
0.16	0.9
0.18	0.91
0.2	0.88
0.12	0.95
0.16	0.85
0.19	0.83
0.2	0.87
0.19	0.89
0.12	0.93
0.18	0.84
0.18	0.86
0.16	0.91
0.21	0.81
0.17	0.86
0.17	0.87
0.15	1
0.14	0.92
0.18	0.91
0.16	0.89
0.18	0.89
0.21	0.78
0.23	0.82
0.16	0.9
0.15	0.9
0.16	0.84
0.17	0.95
0.19	0.87
0.22	0.91
0.18	0.93
0.15	0.92
0.18	0.88
0.21	0.92
0.18	0.92
0.17	0.93
0.2	0.98
0.18	0.93
0.16	0.84
0.18	0.94
0.16	0.94
0.16	0.86
0.19	0.95
0.21	0.9
