0.16	0.58
0.2	0.82
0.17	0.79
0.12	0.85
0.18	0.87
0.24	0.81
0.17	0.82
0.16	0.75
0.15	0.87
0.17	0.85
0.18	0.8
0.17	0.84
0.18	0.8
0.19	0.84
0.12	0.83
0.17	0.86
0.16	0.72
0.26	0.79
0.16	0.7
0.21	0.79
0.22	0.76
0.19	0.83
0.2	0.79
0.18	0.85
0.17	0.75
0.19	0.81
0.2	0.87
0.15	0.75
0.24	0.85
0.2	0.85
0.21	0.81
0.17	0.87
0.16	0.77
0.19	0.78
0.14	0.87
0.17	0.82
0.17	0.75
0.17	0.88
0.2	0.79
0.17	0.89
0.17	0.91
0.17	0.79
0.2	0.82
0.21	0.86
0.22	0.81
0.17	0.94
0.15	0.83
0.22	0.84
0.17	0.83
0.18	0.88
0.17	0.83
0.21	0.88
0.19	0.9
0.15	0.85
0.24	0.88
0.21	0.9
0.18	0.81
0.15	0.81
0.2	0.84
0.18	0.75
0.16	0.79
