0.23	0.73
0.16	0.71
0.15	0.71
0.13	0.71
0.12	0.99
0.14	0.68
0.16	0.67
0.14	0.74
0.14	0.61
0.16	0.79
0.14	0.74
0.11	0.77
0.23	0.69
0.16	0.68
0.14	0.82
0.19	0.79
0.13	0.75
0.18	0.7
0.17	0.79
0.14	0.68
0.21	0.81
0.15	0.82
0.18	0.9
0.18	0.94
0.18	0.91
0.22	1.77
0.32	3.82
0.32	3.52
0.4	4.2
0.3	2.8
0.19	1.71
0.35	3.92
0.2	1.6
0.23	1.3
0.31	2.44
0.13	0.79
0.14	1.03
0.21	1.52
0.34	3.17
0.2	2.66
0.32	2.06
0.36	3.8
0.15	1.21
0.36	3.43
0.29	2.79
0.19	0.7
0.27	2.34
0.35	3.77
0.17	0.96
0.26	1.9
0.4	3.7
0.16	1.18
0.2	1.03
0.35	3.55
0.22	1.62
0.16	1.14
0.15	0.63
0.21	1.33
0.35	3.49
0.19	2.09
0.29	2.21
0.2	0.86
