0.31	0.34
0.11	0.49
0.16	0.42
0.08	0.4
0.18	0.44
0.14	0.45
0.11	0.44
0.17	0.43
0.08	0.48
0.1	0.41
0.12	0.42
0.1	0.46
0.1	0.46
0.14	0.4
0.12	0.44
0.1	0.4
0.13	0.47
0.16	0.38
0.09	0.43
0.12	0.45
0.11	0.39
0.16	0.43
0.1	0.45
0.11	0.47
0.11	0.41
0.11	0.44
0.1	0.5
0.12	0.44
0.14	0.44
0.12	0.41
0.14	0.46
0.14	0.51
0.13	0.48
0.13	0.44
0.14	0.43
0.12	0.45
0.14	0.55
0.14	0.55
0.11	0.5
0.14	0.5
0.13	0.55
0.17	0.51
0.13	0.5
0.12	0.57
0.16	0.55
0.14	0.51
0.13	0.57
0.13	0.51
0.15	0.49
0.15	0.53
0.15	0.43
0.13	0.51
0.12	0.48
0.12	0.53
0.14	0.48
0.1	0.57
0.12	0.54
0.15	0.54
0.13	0.55
0.17	0.54
0.18	0.61
0.17	0.51
