inf		0
-nan		0
-nan		0
-nan		0
-nan		0
2333.33		40475
-nan		0
-nan		0
435.561		46005
2205.88		18733
-nan		0
-nan		0
-nan		0
2338.64		64739
-nan		0
-nan		0
226.208		71560
60.9261		6
189.643		14
-nan		0
-nan		0
113.006		42120
140.677		28952
137.261		18590
-nan		0
741.429		32944
2415.09		31795
-nan		0
-nan		0
456.637		64738
-nan		0
-nan		0
-nan		0
264.915		64776
148.599		55
-nan		0
-nan		0
419.813		64749
212.119		76
-nan		0
-nan		0
-nan		0
244.251		64810
130.704		41
-nan		0
-nan		0
534.1		64743
102.815		32
157.721		55
-nan		0
-nan		0
145.084		56995
-nan		0
-nan		0
2217.67		64739
29.3944		1
23.7168		840
26.4652		6152
160.415		32532
230.698		45686
-nan		0
-nan		0
