0.15	0.93
0.33	1.16
0.3	1.17
0.36	1.13
0.41	1.19
0.35	1.16
0.33	1.17
0.35	1.13
0.34	1.15
0.38	1.34
0.28	1.11
0.15	0.56
0.4	1.14
0.31	1.21
0.32	1.16
0.32	1.16
0.31	1.21
0.33	1.21
0.27	1.18
0.27	1.21
0.33	1.16
0.3	1.14
0.29	1.27
0.3	1.19
0.31	1.19
0.33	1.22
0.36	1.09
0.35	1.13
0.38	1.12
0.39	1.1
0.3	1.04
0.24	0.59
0.34	1.15
0.35	1.18
0.37	1.11
0.39	1.64
0.36	1.95
0.25	1.36
0.28	1.08
0.23	0.96
0.26	1.08
0.16	0.66
0.3	1.26
0.28	1.15
0.27	1.05
0.21	1.06
0.27	0.85
0.32	0.95
0.35	1.16
0.31	1.18
0.24	0.92
0.14	0.71
0.34	1.18
0.29	1.13
0.33	1.19
0.37	1.11
0.35	1.2
0.35	1.08
0.32	1.16
0.35	1.2
0.3	0.89
