0.14	0.12
0.05	0.19
0.04	0.18
0.03	0.24
0.08	0.26
0.06	0.15
0.07	0.2
0.06	0.15
0.04	0.15
0.06	0.22
0.03	0.14
0.05	0.2
0.07	0.23
0.04	0.16
0.05	0.23
0.08	0.24
0.06	0.19
0.05	0.2
0.04	0.28
0.04	0.19
0.05	0.19
0.03	0.2
0.06	0.21
0.04	0.22
0.08	0.23
0.03	0.19
0.07	0.2
0.06	0.24
0.08	0.22
0.07	0.19
0.05	0.22
0.08	0.21
0.06	0.22
0.05	0.2
0.07	0.16
0.06	0.18
0.09	0.21
0.06	0.19
0.05	0.16
0.05	0.23
0.06	0.19
0.02	0.2
0.05	0.16
0.07	0.18
0.08	0.23
0.06	0.2
0.05	0.21
0.08	0.16
0.06	0.16
0.04	0.22
0.04	0.15
0.03	0.19
0.06	0.22
0.09	0.24
0.06	0.19
0.05	0.18
0.04	0.15
0.08	0.26
0.08	0.21
0.06	0.15
0.07	0.23
0.07	0.21
