-nan		0
-nan		0
-nan		0
-nan		0
521.739		8849
inf		4977
178.571		3270
-nan		0
-nan		0
1084.18		26841
1086.26		46694
1757.81		14104
-nan		0
-nan		0
-nan		0
-nan		0
2910.71		10173
-nan		0
-nan		0
-nan		0
-nan		0
2321.43		8074
-nan		0
-nan		0
-nan		0
-nan		0
1809.52		9473
-nan		0
-nan		0
-nan		0
1437.5		1512
136.179		118515
3.52973		1702
-nan		0
-nan		0
-nan		0
1772.73		10750
108.193		88556
5.42574		41799
3.87772		31891
3.82522		31440
4.69471		44133
2.55703		24780
3.87715		33576
3.80361		33141
3.60299		27462
4.74436		49772
4.91636		46171
5.609		46478
3.6846		30901
8.97343		56659
150.111		88933
4.4928		0
-nan		0
-nan		0
-nan		0
4250		7430
-nan		0
-nan		0
-nan		0
-nan		0
471.204		21858
-nan		0
