0.27	0.46
0.24	1.31
0.25	1.37
0.33	1.3
0.31	1.47
0.26	1.41
0.29	1.36
0.31	1.43
0.31	1.34
0.28	1.57
0.27	1.92
0.13	0.74
0.3	1.4
0.26	1.44
0.32	1.38
0.32	1.41
0.29	1.41
0.28	1.44
0.27	1.44
0.26	1.36
0.26	1.44
0.2	0.66
0.28	1.45
0.29	1.37
0.33	1.41
0.34	1.33
0.27	1.43
0.29	1.34
0.3	1.36
0.35	1.37
0.3	1.32
0.26	1.91
0.23	1.07
0.27	1.06
0.29	1.28
0.36	1.36
0.28	1.44
0.2	1.86
0.26	1.35
0.22	1.29
0.18	1.17
0.24	1.32
0.2	1.17
0.27	1.33
0.17	1.25
0.2	1.1
0.26	1.47
0.25	1.48
0.23	1.52
0.25	1.23
0.22	1.41
0.21	1.34
0.26	1.02
0.24	1.12
0.31	1.26
0.31	1.37
0.29	1.38
0.28	1.39
0.29	1.51
0.32	1.37
0.26	1.33
0.16	0.82
0.2	0.94
