0.13	0.42
0.09	0.45
0.13	0.55
0.12	0.51
0.11	0.49
0.11	0.42
0.11	0.5
0.14	0.47
0.12	0.47
0.11	0.54
0.11	0.52
0.14	0.45
0.11	0.48
0.13	0.51
0.13	0.44
0.12	0.5
0.15	0.49
0.09	0.52
0.14	0.47
0.08	0.44
0.12	0.46
0.12	0.52
0.1	0.51
0.1	0.46
0.12	0.5
0.12	0.48
0.11	0.45
0.15	0.5
0.12	0.46
0.14	0.42
0.12	0.5
0.1	0.46
0.1	0.51
0.12	0.42
0.11	0.43
0.11	0.47
0.14	0.49
0.1	0.48
0.13	0.45
0.13	0.49
0.09	0.49
0.13	0.49
0.12	0.54
0.1	0.48
0.14	0.44
0.07	0.47
0.14	0.48
0.11	0.49
0.11	0.48
0.1	0.48
0.12	0.48
0.13	0.5
0.11	0.45
0.11	0.57
0.1	0.42
0.15	0.48
0.13	0.41
0.1	0.55
0.13	0.48
0.13	0.44
0.1	0.59
0.12	0.42
