0.2	1.02
0.25	0.87
0.23	0.95
0.18	0.73
0.22	0.99
0.21	0.97
0.27	0.96
0.18	0.96
0.26	0.94
0.23	0.94
0.21	0.85
0.23	0.91
0.29	1.02
0.22	0.89
0.18	0.92
0.21	1
0.2	0.97
0.21	0.9
0.23	1.1
0.26	0.92
0.25	0.89
0.21	0.99
0.23	0.84
0.21	1.02
0.22	0.87
0.21	0.95
0.24	1.06
0.18	0.93
0.23	0.94
0.24	0.87
0.22	0.78
0.19	1.06
0.23	0.98
0.25	0.88
0.16	0.94
0.24	0.94
0.23	0.98
0.25	0.97
0.24	0.96
0.19	0.98
0.26	1.05
0.26	1.01
0.21	0.99
0.24	0.98
0.23	0.99
0.22	0.99
0.25	0.98
0.29	0.89
0.29	0.97
0.22	0.97
0.23	1.07
0.22	1.16
0.27	1.68
0.25	0.9
0.22	0.92
0.25	0.98
0.24	0.98
0.23	0.89
0.22	0.96
0.29	0.87
0.2	0.86
