0.23	0.82
0.22	0.88
0.2	0.92
0.22	0.95
0.25	0.86
0.27	0.97
0.24	0.82
0.21	0.89
0.17	0.95
0.19	1
0.25	1.01
0.21	1.05
0.18	0.82
0.25	1.12
0.23	0.97
0.27	0.91
0.2	0.94
0.26	0.98
0.24	1.06
0.2	0.98
0.22	1.14
0.18	1.29
0.23	1.28
0.35	2.63
0.42	4.3
0.44	4.07
0.35	3.83
0.33	2.81
0.38	4.2
0.22	1.45
0.24	1.22
0.34	3.54
0.22	0.98
0.23	1
0.21	1.28
0.23	1.34
0.29	2.71
0.34	3.42
0.3	2.2
0.4	3.83
0.26	1.64
0.27	2.06
0.33	1.94
0.36	3.5
0.33	1.56
0.37	3.16
0.39	3.27
0.25	1.14
0.37	3.19
0.34	3.19
0.19	0.91
0.27	0.89
0.24	1.19
0.39	2.87
0.28	2.39
0.3	2.76
0.39	3.73
0.23	1.01
0.2	0.8
0.28	0.87
0.26	0.97
0.28	1.69
