-nan		0
955.711		3044
1300.42		3259
1081.57		3159
1573.31		3435
1598.03		3187
1221.62		3231
1621.48		6087
1682.12		3403
1362.11		3218
1307.76		3184
1562.18		3169
1415.29		3539
1688.6		3386
1653.78		3369
1375.21		3074
1530.35		3457
1718.16		3422
1709.32		3208
1681.78		4690
1007.93		3172
1689.1		3647
811.978		3567
1422.41		3013
2178.73		1734
4989.13		0
2902.44		0
1557.02		0
637.387		0
9142.86		0
3750		0
1375		0
1945.44		757
1411.19		3359
1452.97		3297
1441.49		2777
1156.99		3724
2393.44		1271
5597.22		0
2513.16		0
5261.36		0
217.949		0
213.19		0
191.456		0
2244.32		0
53.0303		0
1479.84		0
3333.33		0
45.9641		0
1469.23		0
4589.29		0
-nan		0
-nan		0
50.2717		0
858.911		0
1513.39		1527
1642.21		1165
9972.22		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
