3070.73		3
2969.79		4
3103.19		3
3100.62		2
2960.94		2
2747.87		5
2985.36		1
2817.35		2
3412.2		1
2969.15		3
2814.45		2
3431.82		1
3245.35		1
3048.28		4
2842.32		2
3088.74		1
3488.58		2
2861.11		2
3096.07		2
2997.77		2
3286.67		4
2849.59		2
3010.64		3
2915.95		1
3271.03		4
3064.35		2
3228.98		7
3012.22		2
2720.93		4
3012.77		4
3040.04		2
3073.72		3
3004.05		3
2997.84		3
2737.08		1
3038.65		2
3031.8		3
3023.28		1
3156.25		0
3053.65		2
3236.55		2
2950.63		2
3363.18		1
3376.21		5
2881.06		1
3206.98		4
2667.65		6
3350.71		7
3151.83		1
2684.21		0
2839.88		4
3099.51		2
2767.02		0
3136.67		5
2889		2
3385.68		2
2925.58		2
2994.64		1
2927.8		5
2931.62		3
3270.83		2
