85.8343	10.3241	0	75.5102
95.0276	12.2652	0	81.989
12.8978	1.50754	0	10.8878
12.2222	1.66667	0	10.1389
8.46561	1.5873	0	6.61376
8.65633	1.67959	0	6.97674
7.96915	1.67095	0	6.04113
7.50323	1.29366	0	5.95084
6.99482	1.5544	0	5.18135
6.14379	1.17647	0	4.96732
7.6326	1.42303	0	6.08021
7.1708	1.56454	0	5.47588
7.28218	1.56047	0	5.46164
6.5445	1.3089	0	5.10471
7.89133	2.19922	0	5.43338
7.5817	1.43791	0	6.01307
7.09593	1.31406	0	5.65046
6.96452	1.05125	0	5.65046
7.32984	1.43979	0	5.62827
7.09593	1.97109	0	4.99343
6.83311	1.57687	0	4.99343
7.09593	1.57687	0	5.25624
6.84211	1.57895	0	5
7.3107	1.43603	0	5.74413
6.58762	1.18577	0	5.40184
6.94626	1.57274	0	5.24246
6.46438	1.18734	0	5.01319
6.97368	1.44737	0	5.13158
7.45098	2.0915	0	5.22876
6.71937	1.58103	0	5.00659
8.07292	1.43229	0	6.38021
5.96026	1.5894	0	4.23841
7.69231	1.43416	0	6.12777
6.23342	1.19363	0	4.77454
7.34908	1.5748	0	5.51181
6.5073	1.59363	0	4.64807
7.34908	1.70604	0	5.51181
6.46438	1.18734	0	5.14512
6.47292	1.71731	0	4.49141
7.45098	1.96078	0	5.22876
6.86016	0.791557	0	5.80475
7.22733	0.788436	0	6.30749
5.85106	1.32979	0	4.3883
7.19895	1.57068	0	5.36649
7.69231	1.43416	0	5.99739
6.74603	1.5873	0	4.89418
7.84314	1.43791	0	6.14379
7.5718	1.69713	0	5.61358
6.51596	1.06383	0	5.18617
8.83117	2.07792	0	6.62338
7.29443	1.32626	0	5.57029
10.4712	1.70157	0	8.63874
7.50988	1.31752	0	6.06061
7.12401	1.58311	0	5.5409
7.23684	1.05263	0	5.92105
7.49014	1.70828	0	5.51905
7.74278	1.83727	0	5.64304
10.9934	0.927152	0	10.0662
7.66234	1.42857	0	5.71429
7.72251	1.83246	0	5.89005
6.59631	1.58311	0	4.74934
7.6537	1.75659	0	5.64617
