0.29	0.5
0.47	6.22
0.58	6.12
0.56	6.49
0.39	5.5
0.5	6
0.47	6.44
0.44	6.42
0.53	6.2
0.26	2.26
0.48	6.6
0.3	2.72
0.3	2.41
0.41	3.65
0.54	6.51
0.5	5.71
0.47	5.26
0.51	6.25
0.52	6.18
0.51	6.2
0.46	5.83
0.3	4.15
0.29	2.81
0.24	2.47
0.32	1.97
0.29	2.89
0.39	4.11
0.41	3.5
0.46	4.74
0.42	4.52
0.41	4.5
0.35	3.68
0.35	3.14
0.49	6.21
0.53	6.17
0.38	5.5
0.45	5.9
0.47	6.25
0.52	6.06
0.52	6.28
0.42	5.44
0.42	4.83
0.55	5.9
0.39	4.66
0.45	3.79
0.41	3.95
0.36	3.84
0.32	2.92
0.3	2.83
0.29	2.34
0.27	2.11
0.26	1.9
0.29	2.56
0.3	2.23
0.28	1.84
0.32	2.4
0.37	2.71
0.47	6.03
0.47	6.23
0.53	6.11
0.44	4.49
0.25	1.18
