-nan		0
-nan		0
-nan		0
-nan		0
52.6988		17642
1785.71		3250
3500		13006
-nan		0
-nan		0
-nan		0
452.28		112939
42.6278		70618
-nan		0
-nan		0
-nan		0
1356.38		15983
-nan		0
-nan		0
-nan		0
-nan		0
2398.15		16250
103.723		13789
31.6414		98582
3.88799		31715
3.89363		23534
5.81534		69588
66.0504		85338
373.035		93592
513.771		88520
562.208		88047
144.211		123876
32.0745		103974
-nan		0
-nan		0
-nan		0
1888.16		17902
-nan		0
-nan		0
-nan		0
-nan		0
2480.77		16119
203.752		68241
274.764		14574
159.183		58080
208.997		86277
127.758		112445
267.306		87046
56.1076		90014
7.07208		53321
4.73341		40099
4.79846		47265
2.66493		29573
4.4181		36849
4.48304		38374
5.17708		45465
10.1714		14401
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
3138.89		14171
