13.6829	2.94118	0	10.7417
14.6341	3.20924	0	11.4249
14.8718	2.4359	0	12.4359
16.9406	3.66625	0	13.1479
16.4122	3.30789	0	13.1043
17.1934	3.16056	0	14.0329
16.9835	3.5488	0	13.4347
17.132	3.93401	0	13.0711
19.0355	3.5533	0	15.1015
17.744	4.05577	0	13.6882
13.8677	2.4173	0	11.3232
17.8255	3.28698	0	14.4121
17.132	3.04569	0	14.0863
17.4463	3.03413	0	14.4121
17.4463	3.28698	0	14.1593
16.8153	4.07643	0	12.7389
19.0898	3.66625	0	14.9178
17.43	3.05344	0	14.3766
17.5127	3.93401	0	13.4518
18.4111	3.40479	0	15.0063
14.2494	2.79898	0	11.1959
20.2439	3.78049	0	16.2195
17.132	3.4264	0	13.7056
17.4242	3.28283	0	14.1414
17.8255	3.79267	0	14.0329
17.3198	3.53982	0	13.6536
17.8344	3.3121	0	14.1401
17.3028	4.07125	0	12.9771
16.9643	3.31633	0	13.648
17.3638	3.04183	0	14.0684
15.3165	3.03797	0	12.2785
16.8367	3.69898	0	13.0102
16.7089	3.5443	0	12.9114
16.5816	3.18878	0	13.3929
16.8996	3.68488	0	13.2147
17.067	3.91909	0	13.1479
16.7726	3.81194	0	12.9606
16.7726	2.92249	0	13.723
18.2741	2.91878	0	14.9746
17.3028	3.68957	0	13.2316
15.5975	3.01887	0	12.4528
17.2194	3.69898	0	13.5204
16.7949	3.71795	0	12.8205
18.0328	3.7831	0	14.1236
17.3638	4.05577	0	13.0545
16.6879	2.92994	0	13.758
17.744	3.29531	0	14.3219
17.3418	4.05063	0	13.1646
17.2152	3.29114	0	13.9241
16.8996	3.43075	0	13.3418
16.7726	3.93901	0	12.7065
17.6545	3.7831	0	13.7453
17.5349	3.43075	0	13.8501
17.7215	3.92405	0	13.5443
16.4751	3.06513	0	13.1545
15.6566	3.66162	0	11.7424
17.6172	3.5488	0	13.815
17.1137	4.08685	0	12.8991
17.5573	3.94402	0	13.486
17.4079	2.92249	0	14.3583
16.3498	3.42205	0	12.801
