89.5054	84.5597	4.94572
77.335	77.2105	0.124533
78.402	78.402	0
75.7576	73.1061	2.65152
76.797	60.0252	16.7718
77.625	66.25	11.375
79.6696	67.2173	12.4524
80.7939	68.2458	12.548
79.0343	74.0788	4.95553
82.5255	74.1071	8.41837
84.026	66.7532	17.2727
84.4586	73.6306	10.828
82.2335	74.1117	8.12183
83.1606	74.4819	8.67876
83.8668	70.8067	13.0602
85.5499	74.5524	10.9974
84.6547	71.6113	13.0435
84.3669	75.0646	9.30233
83.8791	66.8766	17.0025
83.2274	67.4714	15.756
84.2912	76.2452	8.04598
85.1472	73.8796	11.2676
84.2784	69.0722	15.2062
84.1229	74.1357	9.9872
84.6447	67.7665	16.8782
84.7742	74.4516	10.3226
82.3604	71.5736	10.7868
84.7826	75.0639	9.71867
84.2308	74.7436	9.48718
85.1421	75.5814	9.56072
82.7411	73.3503	9.39086
84.8601	67.8117	17.0483
83.2908	71.4286	11.8622
84.5269	73.913	10.6138
84.507	74.5198	9.9872
83.3545	73.3164	10.0381
83.908	72.9246	10.9834
83.715	74.8092	8.90585
84.2308	67.3077	16.9231
84.244	74.0788	10.1652
83.7803	74.5849	9.1954
84.1837	73.5969	10.5867
83.8462	75.5128	8.33333
84.2239	73.5369	10.687
84.5269	67.6471	16.8798
83.6735	74.1071	9.56633
83.7803	73.1801	10.6003
83.2481	73.913	9.33504
84.3312	67.1338	17.1975
83.8918	74.0979	9.79381
83.3333	70.1018	13.2316
82.8244	72.2646	10.5598
82.8025	73.6306	9.17197
83.0789	66.6667	16.4122
83.9286	67.602	16.3265
82.4204	73.3758	9.04459
83.0552	68.9345	14.1207
83.6788	70.4663	13.2124
83.5687	69.3196	14.249
83.0357	72.7041	10.3316
82.8025	72.8662	9.93631
83.3763	73.5825	9.79381
