0.08	1.03
0.14	1.27
0.14	1.3
0.16	1.33
0.11	1.44
0.15	1.34
0.16	1.44
0.14	1.33
0.14	1.4
0.12	1.38
0.17	1.09
0.11	0.96
0.09	0.76
0.11	0.64
0.11	0.61
0.15	0.48
0.12	0.47
0.09	0.49
0.11	0.48
0.1	0.49
0.11	0.56
0.1	0.44
0.09	0.41
0.08	0.43
0.1	0.41
0.1	0.39
0.08	0.42
0.1	0.45
0.11	0.39
0.11	0.41
0.12	0.41
0.12	0.33
0.12	0.35
0.13	0.41
0.11	0.39
0.09	0.44
0.13	0.33
0.13	0.37
0.11	0.41
0.12	0.4
0.13	0.42
0.12	0.41
0.11	0.47
0.07	0.4
0.09	0.4
0.09	0.41
0.09	0.46
0.1	0.47
0.09	0.45
0.14	0.4
0.1	0.42
0.1	0.39
0.07	0.35
0.12	0.42
0.1	0.47
0.14	0.45
0.1	0.41
0.13	0.42
0.12	0.47
0.11	0.4
0.09	0.5
0.11	0.5
