0.14	0.64
0.18	1.14
0.22	1.12
0.24	1.15
0.22	1
0.24	1.07
0.2	1.05
0.16	1.15
0.16	1.07
0.19	1.02
0.21	1.01
0.19	1.31
0.19	1.1
0.23	1.19
0.25	1.2
0.18	0.92
0.24	1.24
0.19	1.07
0.19	1.09
0.21	1.14
0.19	1.23
0.22	1.28
0.17	1.16
0.19	1.15
0.22	1.08
0.24	1.17
0.21	1.14
0.25	1.3
0.16	1.16
0.2	1.26
0.21	1.23
0.21	1.25
0.19	1.11
0.19	1.23
0.19	1.12
0.19	1.08
0.18	1.12
0.26	1.37
0.18	1.18
0.23	1.12
0.14	1.28
0.29	1.32
0.19	1.18
0.18	1.2
0.2	1.34
0.17	1.26
0.21	1.18
0.18	1.21
0.23	1.14
0.17	1.18
0.23	1.27
0.21	1.29
0.16	1.14
0.2	1.3
0.22	1.39
0.23	1.26
0.22	1.31
0.18	1.31
0.22	1.3
0.16	1.3
0.21	1.24
