2.85714	1.98758	0	0.621118
28.0928	4.76804	0	23.1959
36.7647	3.74332	0	32.8877
37.4491	4.34193	0	32.9715
39.0957	4.52128	0	34.4415
47.2826	9.375	0	37.6359
40.3694	11.7414	0	28.628
43.5463	8.47458	0	35.0717
45.5263	4.21053	0	40.7895
39.0604	3.08725	0	35.9732
38.6034	4.34783	0	33.9921
43.6412	6.96118	0	36.4123
43.899	6.45161	0	37.3072
36.2259	3.85675	0	32.2314
38.0079	7.73263	0	30.0131
37.4159	3.76851	0	33.5128
37.3656	1.74731	0	35.4839
38.546	3.56653	0	34.7051
36.6255	6.03567	0	30.4527
41.1451	5.59254	0	35.4194
41.2533	9.39948	0	31.5927
38.7052	2.89256	0	35.8127
40.5738	8.60656	0	31.694
41.5701	9.52381	0	31.7889
46.4993	9.37913	0	36.7239
40.8163	2.85714	0	37.8231
42.1896	6.14152	0	35.9146
42.4933	5.89812	0	36.4611
40.7661	3.14637	0	37.4829
39.9733	3.20856	0	36.631
43.7669	6.09756	0	37.2629
46.0894	11.1732	0	34.4972
36.2667	5.06667	0	31.2
38.5042	4.43213	0	33.9335
38.7942	6.94626	0	31.7169
34.7354	4.34193	0	30.3935
43.6856	7.08763	0	36.3402
40.3873	4.426	0	35.6846
42.047	4.70263	0	37.3444
30.0539	4.44744	0	25.3369
38.6364	3.47594	0	35.0267
41.701	9.60219	0	31.9616
36.4847	3.72836	0	32.6232
42.6649	6.86406	0	35.8008
40.9214	5.82656	0	34.8238
40.847	3.68852	0	37.0219
37.3973	6.84932	0	30.411
35.1695	3.67232	0	31.2147
39.1304	4.8913	0	34.1033
41.3279	5.28455	0	35.7724
43.3604	4.06504	0	39.0244
42.3868	3.01783	0	39.2318
40.9922	5.74413	0	34.9869
41.4865	6.48649	0	34.8649
43.5526	4.86842	0	38.4211
39.3659	5.54822	0	33.6856
35.2778	3.88889	0	31.25
36.8139	3.8822	0	32.7979
43.0233	5.94315	0	36.9509
42.0624	4.6133	0	37.1777
43.5146	5.16039	0	38.3543
39.1421	3.75335	0	35.1206
