0.18	0.13
0.14	0.74
0.16	0.81
0.21	0.75
0.23	0.7
0.23	0.76
0.22	0.66
0.2	0.82
0.22	0.86
0.19	0.75
0.25	0.76
0.19	0.75
0.21	0.95
0.23	0.71
0.22	0.76
0.2	0.82
0.16	0.82
0.23	0.75
0.21	0.83
0.21	0.75
0.22	0.81
0.17	0.84
0.22	0.81
0.19	0.69
0.19	0.76
0.18	0.76
0.25	0.76
0.24	0.82
0.21	0.7
0.22	0.7
0.11	0.84
0.19	0.64
0.15	0.57
0.2	0.71
0.22	0.75
0.24	0.86
0.16	0.69
0.22	0.82
0.22	0.72
0.25	0.83
0.22	0.87
0.19	0.76
0.2	0.77
0.22	0.75
0.2	0.8
0.23	0.76
0.21	0.68
0.2	0.85
0.27	0.84
0.26	0.79
0.17	0.72
0.18	0.81
0.12	0.78
0.19	0.68
0.24	0.85
0.14	0.75
0.21	0.7
0.22	0.64
0.21	0.77
0.23	0.74
0.17	0.6
0.02	0.2
