0.27	0.91
0.42	1.24
0.36	1.24
0.36	1.22
0.38	1.36
0.4	1.3
0.38	1.25
0.34	1.32
0.44	1.25
0.42	1.35
0.22	0.93
0.3	0.88
0.42	1.29
0.44	1.38
0.39	1.33
0.39	1.27
0.42	1.21
0.36	1.3
0.46	1.25
0.34	1.3
0.22	0.93
0.29	0.97
0.35	1.33
0.44	1.25
0.37	1.33
0.4	1.26
0.44	1.33
0.52	1.19
0.41	1.28
0.42	1.45
0.42	1.31
0.39	1.33
0.46	1.31
0.39	1.34
0.44	1.26
0.43	2.2
0.41	1.35
0.39	1.3
0.45	1.22
0.48	1.25
0.23	0.93
0.27	1.02
0.38	1.33
0.42	1.26
0.39	1.29
0.4	1.33
0.44	1.3
0.41	1.31
0.49	1.28
0.45	1.32
0.28	0.79
0.27	1.12
0.35	1.33
0.45	1.3
0.42	1.35
0.41	1.24
0.37	1.48
0.41	1.36
0.47	1.25
0.45	1.23
0.21	0.83
