-nan		0
55.5556		0
20.2703		0
16.8919		0
13.1579		0
16.8919		0
12.931		0
12.987		0
13.3333		0
14.881		0
15.873		0
13.6986		0
13.6364		0
14.5349		0
13.8889		0
13.3333		0
12.931		0
17.4419		0
14.0845		0
-nan		0
-nan		0
11.9048		0
-nan		0
-nan		0
-nan		0
13.1579		0
-nan		0
-nan		0
-nan		0
12.5		0
-nan		0
-nan		0
-nan		0
11.9048		0
-nan		0
-nan		0
-nan		0
11.9048		0
-nan		0
-nan		0
-nan		0
11.3636		0
-nan		0
-nan		0
-nan		0
11.9048		0
-nan		0
-nan		0
-nan		0
13.1579		0
-nan		0
-nan		0
13.1579		0
-nan		0
-nan		0
-nan		0
12.5		0
-nan		0
-nan		0
-nan		0
35.7143		0
-nan		0
