0.41	0.67
0.18	0.77
0.15	0.73
0.19	0.85
0.15	0.85
0.16	0.73
0.21	0.73
0.19	0.8
0.15	0.72
0.19	0.74
0.18	0.8
0.15	0.73
0.16	0.75
0.18	0.72
0.18	0.66
0.2	0.78
0.18	0.77
0.19	0.75
0.2	0.74
0.16	0.81
0.17	0.67
0.2	0.81
0.19	0.68
0.16	0.68
0.19	0.78
0.18	0.67
0.17	0.8
0.19	0.72
0.17	0.74
0.15	0.69
0.19	0.78
0.16	0.69
0.14	0.77
0.17	0.75
0.14	0.72
0.18	0.75
0.16	0.75
0.12	0.72
0.16	0.78
0.16	0.63
0.17	0.76
0.16	0.8
0.15	0.82
0.12	0.69
0.19	0.75
0.19	0.75
0.14	0.74
0.14	0.71
0.2	0.83
0.12	0.83
0.18	0.77
0.15	0.81
0.15	0.76
0.19	0.77
0.21	0.76
0.18	0.78
0.17	0.68
0.21	0.75
0.17	0.72
0.14	0.73
0.15	0.78
0.17	0.76
